Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,,,,
From Date,To Date,PM2.5,PM10,NO2,SO2,CO,Ozone,Location,,,,
01-01-2020 00:00,02-01-2020 00:00,367.38,449.58,54.76,10.76,3.65,60.06,"Anand Vihar, Delhi - DPCC",,,,
02-01-2020 00:00,03-01-2020 00:00,360.34,463.33,61.22,21.3,4.13,63.83,"Anand Vihar, Delhi - DPCC",,,,
03-01-2020 00:00,04-01-2020 00:00,394.86,500.24,46.96,22.12,2.93,65.94,"Anand Vihar, Delhi - DPCC",,,,
04-01-2020 00:00,05-01-2020 00:00,204.94,359.77,90.79,4.96,0.92,63.17,"Anand Vihar, Delhi - DPCC",,,,
05-01-2020 00:00,06-01-2020 00:00,186.4,313.4,69.24,11.1,1.96,62.89,"Anand Vihar, Delhi - DPCC",,,,
06-01-2020 00:00,07-01-2020 00:00,171.8,290.19,62.39,17.4,2.34,66.44,"Anand Vihar, Delhi - DPCC",,,,
07-01-2020 00:00,08-01-2020 00:00,143.41,218.67,41.79,16.19,1.69,63.24,"Anand Vihar, Delhi - DPCC",,,,
08-01-2020 00:00,09-01-2020 00:00,144.91,167.73,37.43,11.75,1.82,62.42,"Anand Vihar, Delhi - DPCC",,,,
09-01-2020 00:00,10-01-2020 00:00,115.28,233.82,44.79,7.95,2.11,64.16,"Anand Vihar, Delhi - DPCC",,,,
10-01-2020 00:00,11-01-2020 00:00,148.54,323.3,53.81,10.49,2.21,64.27,"Anand Vihar, Delhi - DPCC",,,,
11-01-2020 00:00,12-01-2020 00:00,164.77,340.71,70.69,12.09,2.66,64.01,"Anand Vihar, Delhi - DPCC",,,,
12-01-2020 00:00,13-01-2020 00:00,260.68,None,73.67,11.6,3.83,64.42,"Anand Vihar, Delhi - DPCC",,,,
13-01-2020 00:00,14-01-2020 00:00,259.22,329.94,54.47,3.86,2.68,59.43,"Anand Vihar, Delhi - DPCC",,,,
14-01-2020 00:00,15-01-2020 00:00,143.28,213.71,38.74,7.66,1.95,61.36,"Anand Vihar, Delhi - DPCC",,,,
15-01-2020 00:00,16-01-2020 00:00,118.38,199.33,46.55,8.78,1.27,60.22,"Anand Vihar, Delhi - DPCC",,,,
16-01-2020 00:00,17-01-2020 00:00,164.31,206.66,37.45,9.3,1.89,62.72,"Anand Vihar, Delhi - DPCC",,,,
17-01-2020 00:00,18-01-2020 00:00,107.94,157.35,38.99,6.29,1.54,64.82,"Anand Vihar, Delhi - DPCC",,,,
18-01-2020 00:00,19-01-2020 00:00,173.46,345.44,72.29,4.43,2.11,33.18,"Anand Vihar, Delhi - DPCC",,,,
19-01-2020 00:00,20-01-2020 00:00,153.73,261.58,54.86,3.92,1.69,12.15,"Anand Vihar, Delhi - DPCC",,,,
20-01-2020 00:00,21-01-2020 00:00,181.78,314.54,63.04,7.51,5.1,12.09,"Anand Vihar, Delhi - DPCC",,,,
21-01-2020 00:00,22-01-2020 00:00,243.19,407.08,61.38,4.17,1.54,11.9,"Anand Vihar, Delhi - DPCC",,,,
22-01-2020 00:00,23-01-2020 00:00,237.3,361.8,58.79,4.43,1.87,12.04,"Anand Vihar, Delhi - DPCC",,,,
23-01-2020 00:00,24-01-2020 00:00,75.68,172.33,51.28,4.95,2.18,12.24,"Anand Vihar, Delhi - DPCC",,,,
24-01-2020 00:00,25-01-2020 00:00,90.76,256.7,81.66,12.49,4.2,13.6,"Anand Vihar, Delhi - DPCC",,,,
25-01-2020 00:00,26-01-2020 00:00,157.4,348.93,91.07,9.24,2.91,13.52,"Anand Vihar, Delhi - DPCC",,,,
26-01-2020 00:00,27-01-2020 00:00,292.98,519.9,85.09,10.34,2.28,18.26,"Anand Vihar, Delhi - DPCC",,,,
27-01-2020 00:00,28-01-2020 00:00,243.76,455.74,91.98,11.27,4,19.82,"Anand Vihar, Delhi - DPCC",,,,
28-01-2020 00:00,29-01-2020 00:00,105.54,153.68,52.73,11.61,2.4,21.37,"Anand Vihar, Delhi - DPCC",,,,
29-01-2020 00:00,30-01-2020 00:00,83,168.33,56.09,5.79,3.35,18.37,"Anand Vihar, Delhi - DPCC",,,,
30-01-2020 00:00,31-01-2020 00:00,82.72,181.35,55.98,8.24,2.58,22,"Anand Vihar, Delhi - DPCC",,,,
31-01-2020 00:00,01-02-2020 00:00,91.51,230.59,71.52,7.47,2.26,20.73,"Anand Vihar, Delhi - DPCC",,,,
01-02-2020 00:00,02-02-2020 00:00,129.92,269.08,67.66,8.24,2.13,20.26,"Anand Vihar, Delhi - DPCC",,,,
02-02-2020 00:00,03-02-2020 00:00,123.57,234.81,78.81,7.29,1.39,23.64,"Anand Vihar, Delhi - DPCC",,,,
03-02-2020 00:00,04-02-2020 00:00,154.76,343.36,90.55,10.3,3.13,24.4,"Anand Vihar, Delhi - DPCC",,,,
04-02-2020 00:00,05-02-2020 00:00,207.44,401.58,79.68,13.59,1.25,51.02,"Anand Vihar, Delhi - DPCC",,,,
05-02-2020 00:00,06-02-2020 00:00,134.67,304.81,82.08,12.28,3.13,25.93,"Anand Vihar, Delhi - DPCC",,,,
06-02-2020 00:00,07-02-2020 00:00,132.27,276.07,77.69,8.9,2.08,24.84,"Anand Vihar, Delhi - DPCC",,,,
07-02-2020 00:00,08-02-2020 00:00,163.43,267.72,90.87,12.21,2.29,44.35,"Anand Vihar, Delhi - DPCC",,,,
08-02-2020 00:00,09-02-2020 00:00,145.22,290.78,74.63,3.13,2.2,29.26,"Anand Vihar, Delhi - DPCC",,,,
09-02-2020 00:00,10-02-2020 00:00,149.97,293.99,90.57,11.55,2.47,27.02,"Anand Vihar, Delhi - DPCC",,,,
10-02-2020 00:00,11-02-2020 00:00,177.03,380.38,59.12,7.82,2.39,26.92,"Anand Vihar, Delhi - DPCC",,,,
11-02-2020 00:00,12-02-2020 00:00,183.51,387.12,103.47,8.08,2.23,25.79,"Anand Vihar, Delhi - DPCC",,,,
12-02-2020 00:00,13-02-2020 00:00,173.85,356.26,87.96,7.89,2.26,25.62,"Anand Vihar, Delhi - DPCC",,,,
13-02-2020 00:00,14-02-2020 00:00,100.4,228.32,71.11,9.57,2.09,29.87,"Anand Vihar, Delhi - DPCC",,,,
14-02-2020 00:00,15-02-2020 00:00,85.3,195.38,53.22,6.45,1.56,37.11,"Anand Vihar, Delhi - DPCC",,,,
15-02-2020 00:00,16-02-2020 00:00,85.38,244.33,88.72,5.9,1.32,40.28,"Anand Vihar, Delhi - DPCC",,,,
16-02-2020 00:00,17-02-2020 00:00,137.73,300.77,90.91,4,1.81,29.86,"Anand Vihar, Delhi - DPCC",,,,
17-02-2020 00:00,18-02-2020 00:00,193.53,386.87,100.12,2.52,2.41,23.55,"Anand Vihar, Delhi - DPCC",,,,
18-02-2020 00:00,19-02-2020 00:00,131.36,299.31,110.77,9.75,2.92,26.01,"Anand Vihar, Delhi - DPCC",,,,
19-02-2020 00:00,20-02-2020 00:00,145.83,367.08,74.84,8.54,2.51,33.52,"Anand Vihar, Delhi - DPCC",,,,
20-02-2020 00:00,21-02-2020 00:00,103.22,233.49,36.7,7.78,1.48,15.08,"Anand Vihar, Delhi - DPCC",,,,
21-02-2020 00:00,22-02-2020 00:00,54.62,98.23,38.19,7.08,1.02,14.96,"Anand Vihar, Delhi - DPCC",,,,
22-02-2020 00:00,23-02-2020 00:00,74.57,167.26,45.92,12.24,2.54,14.92,"Anand Vihar, Delhi - DPCC",,,,
23-02-2020 00:00,24-02-2020 00:00,111.16,207.71,50.27,4.38,1.8,13.51,"Anand Vihar, Delhi - DPCC",,,,
24-02-2020 00:00,25-02-2020 00:00,59.46,166.17,49.38,7.71,2.06,13.54,"Anand Vihar, Delhi - DPCC",,,,
25-02-2020 00:00,26-02-2020 00:00,97.21,236.44,59.45,7.67,2.82,13.6,"Anand Vihar, Delhi - DPCC",,,,
26-02-2020 00:00,27-02-2020 00:00,125.26,286.12,71.83,8.31,2.62,14,"Anand Vihar, Delhi - DPCC",,,,
27-02-2020 00:00,28-02-2020 00:00,93.84,200.87,65.17,2.47,2.03,14.56,"Anand Vihar, Delhi - DPCC",,,,
28-02-2020 00:00,29-02-2020 00:00,72.34,158.38,42.88,4.87,1.95,19.31,"Anand Vihar, Delhi - DPCC",,,,
29-02-2020 00:00,01-03-2020 00:00,53.06,115.03,44.18,10.91,1.61,34.34,"Anand Vihar, Delhi - DPCC",,,,
01-03-2020 00:00,02-03-2020 00:00,62.81,194.46,75.65,None,2.18,41.89,"Anand Vihar, Delhi - DPCC",,,,
02-03-2020 00:00,03-03-2020 00:00,128.47,325.07,72.44,11.86,2.51,33.35,"Anand Vihar, Delhi - DPCC",,,,
03-03-2020 00:00,04-03-2020 00:00,101.83,250.66,79.48,8.12,3.31,21.38,"Anand Vihar, Delhi - DPCC",,,,
04-03-2020 00:00,05-03-2020 00:00,83.62,217.75,63.9,14.2,1.97,48.88,"Anand Vihar, Delhi - DPCC",,,,
05-03-2020 00:00,06-03-2020 00:00,32.82,86.48,46.49,8.23,1.99,33.34,"Anand Vihar, Delhi - DPCC",,,,
06-03-2020 00:00,07-03-2020 00:00,19.55,42.38,41.39,6.17,1.81,29.62,"Anand Vihar, Delhi - DPCC",,,,
07-03-2020 00:00,08-03-2020 00:00,44.44,108.21,51.22,7.91,1.63,22.92,"Anand Vihar, Delhi - DPCC",,,,
08-03-2020 00:00,09-03-2020 00:00,101.52,226.74,56.83,11.25,2.38,20.01,"Anand Vihar, Delhi - DPCC",,,,
09-03-2020 00:00,10-03-2020 00:00,66.42,181.87,51.4,8.23,2.12,21.94,"Anand Vihar, Delhi - DPCC",,,,
10-03-2020 00:00,11-03-2020 00:00,170.09,314.39,47.14,4.12,1.99,16.47,"Anand Vihar, Delhi - DPCC",,,,
11-03-2020 00:00,12-03-2020 00:00,51.98,121.21,33.05,9.28,1.6,36.5,"Anand Vihar, Delhi - DPCC",,,,
12-03-2020 00:00,13-03-2020 00:00,71.2,188.62,43.54,12.05,1.98,25.31,"Anand Vihar, Delhi - DPCC",,,,
13-03-2020 00:00,14-03-2020 00:00,58.92,204.01,50.24,7.55,1.49,28.66,"Anand Vihar, Delhi - DPCC",,,,
14-03-2020 00:00,15-03-2020 00:00,45.72,87.3,42.35,8.91,2.1,28.04,"Anand Vihar, Delhi - DPCC",,,,
15-03-2020 00:00,16-03-2020 00:00,62.7,151.82,49.44,9.01,2.12,33.58,"Anand Vihar, Delhi - DPCC",,,,
16-03-2020 00:00,17-03-2020 00:00,65,241.2,66.57,7.25,1.79,28.04,"Anand Vihar, Delhi - DPCC",,,,
17-03-2020 00:00,18-03-2020 00:00,71.67,222.03,65.45,8.12,2.04,23.54,"Anand Vihar, Delhi - DPCC",,,,
18-03-2020 00:00,19-03-2020 00:00,71.28,246.6,70.38,3.86,2.25,22.51,"Anand Vihar, Delhi - DPCC",,,,
19-03-2020 00:00,20-03-2020 00:00,110.73,276.17,68.52,9.24,2.21,17.42,"Anand Vihar, Delhi - DPCC",,,,
20-03-2020 00:00,21-03-2020 00:00,116,262.94,54.72,29.63,1.78,40.07,"Anand Vihar, Delhi - DPCC",,,,
21-03-2020 00:00,22-03-2020 00:00,95.03,268.68,74.15,12.81,2.23,26.44,"Anand Vihar, Delhi - DPCC",,,,
22-03-2020 00:00,23-03-2020 00:00,84.56,155.36,40.42,14.6,2.04,69.38,"Anand Vihar, Delhi - DPCC",,,,
23-03-2020 00:00,24-03-2020 00:00,61.85,114.29,34.62,15.57,1.5,54.08,"Anand Vihar, Delhi - DPCC",,,,
24-03-2020 00:00,25-03-2020 00:00,100.43,156.73,33.66,17.56,2.07,51.15,"Anand Vihar, Delhi - DPCC",,,,
25-03-2020 00:00,26-03-2020 00:00,42.57,72.33,20.65,12.86,1.24,45.52,"Anand Vihar, Delhi - DPCC",,,,
26-03-2020 00:00,27-03-2020 00:00,44.33,68.2,17.33,8.2,1.42,37.68,"Anand Vihar, Delhi - DPCC",,,,
27-03-2020 00:00,28-03-2020 00:00,25.74,40.22,14.68,10.7,1.32,35.12,"Anand Vihar, Delhi - DPCC",,,,
28-03-2020 00:00,29-03-2020 00:00,22.74,39.51,15.53,8.14,1.15,36.87,"Anand Vihar, Delhi - DPCC",,,,
29-03-2020 00:00,30-03-2020 00:00,28.59,64.13,15.34,7.53,1.19,54.37,"Anand Vihar, Delhi - DPCC",,,,
30-03-2020 00:00,31-03-2020 00:00,31.82,65.31,18.57,8.29,1.41,67.43,"Anand Vihar, Delhi - DPCC",,,,
31-03-2020 00:00,01-04-2020 00:00,35.14,76.02,16.81,9.95,0.79,71.51,"Anand Vihar, Delhi - DPCC",,,,
01-04-2020 00:00,02-04-2020 00:00,36.73,73.73,17.67,11.1,1.39,56.83,"Anand Vihar, Delhi - DPCC",,,,
02-04-2020 00:00,03-04-2020 00:00,30.54,69.65,14.93,9.21,1.31,68.23,"Anand Vihar, Delhi - DPCC",,,,
03-04-2020 00:00,04-04-2020 00:00,30.56,70.92,24.45,7.75,1.32,81.23,"Anand Vihar, Delhi - DPCC",,,,
04-04-2020 00:00,05-04-2020 00:00,None,80.38,25.14,9.15,1.2,79.26,"Anand Vihar, Delhi - DPCC",,,,
05-04-2020 00:00,06-04-2020 00:00,None,124.37,23.41,12.89,1.39,78.29,"Anand Vihar, Delhi - DPCC",,,,
06-04-2020 00:00,07-04-2020 00:00,None,191,None,None,1.87,58.79,"Anand Vihar, Delhi - DPCC",,,,
07-04-2020 00:00,08-04-2020 00:00,None,66.94,None,None,1.09,58.59,"Anand Vihar, Delhi - DPCC",,,,
08-04-2020 00:00,09-04-2020 00:00,None,79.71,None,None,0.47,63.79,"Anand Vihar, Delhi - DPCC",,,,
09-04-2020 00:00,10-04-2020 00:00,None,None,None,None,None,None,"Anand Vihar, Delhi - DPCC",,,,
10-04-2020 00:00,11-04-2020 00:00,None,None,None,None,None,None,"Anand Vihar, Delhi - DPCC",,,,
11-04-2020 00:00,12-04-2020 00:00,None,None,None,None,None,None,"Anand Vihar, Delhi - DPCC",,,,
12-04-2020 00:00,13-04-2020 00:00,None,None,None,None,None,None,"Anand Vihar, Delhi - DPCC",,,,
13-04-2020 00:00,14-04-2020 00:00,None,None,None,None,None,None,"Anand Vihar, Delhi - DPCC",,,,
14-04-2020 00:00,15-04-2020 00:00,None,None,None,None,None,None,"Anand Vihar, Delhi - DPCC",,,,
15-04-2020 00:00,16-04-2020 00:00,None,None,None,None,None,None,"Anand Vihar, Delhi - DPCC",,,,
16-04-2020 00:00,17-04-2020 00:00,None,None,None,None,None,None,"Anand Vihar, Delhi - DPCC",,,,
17-04-2020 00:00,18-04-2020 00:00,None,None,None,None,None,None,"Anand Vihar, Delhi - DPCC",,,,
18-04-2020 00:00,19-04-2020 00:00,None,None,None,None,None,None,"Anand Vihar, Delhi - DPCC",,,,
19-04-2020 00:00,20-04-2020 00:00,48.33,116.91,33.82,12.54,0.84,50.6,"Anand Vihar, Delhi - DPCC",,,,
20-04-2020 00:00,21-04-2020 00:00,66.17,125.31,24.31,19.18,4.28,58.97,"Anand Vihar, Delhi - DPCC",,,,
21-04-2020 00:00,22-04-2020 00:00,53.95,98.41,17.31,12.58,2.08,50.88,"Anand Vihar, Delhi - DPCC",,,,
22-04-2020 00:00,23-04-2020 00:00,68.05,138.96,30.36,27.88,1.17,78.25,"Anand Vihar, Delhi - DPCC",,,,
23-04-2020 00:00,24-04-2020 00:00,55.74,116.9,26.22,18.93,1.46,76.26,"Anand Vihar, Delhi - DPCC",,,,
24-04-2020 00:00,25-04-2020 00:00,63.3,128.29,24.24,18.83,1.28,84.5,"Anand Vihar, Delhi - DPCC",,,,
25-04-2020 00:00,26-04-2020 00:00,33.52,None,16.53,11.27,None,99.99,"Anand Vihar, Delhi - DPCC",,,,
26-04-2020 00:00,27-04-2020 00:00,46.69,None,12.38,13.77,None,84.26,"Anand Vihar, Delhi - DPCC",,,,
27-04-2020 00:00,28-04-2020 00:00,28.59,74.23,11.11,10.47,4.8,75.62,"Anand Vihar, Delhi - DPCC",,,,
28-04-2020 00:00,29-04-2020 00:00,46.21,79.82,10.05,11.68,1.44,74.34,"Anand Vihar, Delhi - DPCC",,,,
29-04-2020 00:00,30-04-2020 00:00,56.04,119.5,None,None,1.47,102.45,"Anand Vihar, Delhi - DPCC",,,,
30-04-2020 00:00,01-05-2020 00:00,37.56,85.74,None,None,1.89,72.45,"Anand Vihar, Delhi - DPCC",,,,
01-05-2020 00:00,02-05-2020 00:00,None,None,None,None,None,None,"Anand Vihar, Delhi - DPCC",,,,
02-05-2020 00:00,03-05-2020 00:00,None,None,None,None,None,None,"Anand Vihar, Delhi - DPCC",,,,
03-05-2020 00:00,04-05-2020 00:00,None,None,None,None,None,None,"Anand Vihar, Delhi - DPCC",,,,
04-05-2020 00:00,05-05-2020 00:00,None,None,None,None,None,None,"Anand Vihar, Delhi - DPCC",,,,
05-05-2020 00:00,06-05-2020 00:00,None,None,None,None,None,None,"Anand Vihar, Delhi - DPCC",,,,
06-05-2020 00:00,07-05-2020 00:00,None,None,None,None,None,None,"Anand Vihar, Delhi - DPCC",,,,
07-05-2020 00:00,08-05-2020 00:00,None,None,None,None,None,None,"Anand Vihar, Delhi - DPCC",,,,
08-05-2020 00:00,09-05-2020 00:00,None,None,None,None,None,None,"Anand Vihar, Delhi - DPCC",,,,
09-05-2020 00:00,10-05-2020 00:00,None,None,None,None,None,None,"Anand Vihar, Delhi - DPCC",,,,
10-05-2020 00:00,11-05-2020 00:00,None,None,None,None,None,None,"Anand Vihar, Delhi - DPCC",,,,
11-05-2020 00:00,12-05-2020 00:00,None,None,None,None,None,None,"Anand Vihar, Delhi - DPCC",,,,
12-05-2020 00:00,13-05-2020 00:00,None,None,None,None,None,None,"Anand Vihar, Delhi - DPCC",,,,
13-05-2020 00:00,14-05-2020 00:00,None,None,None,None,None,None,"Anand Vihar, Delhi - DPCC",,,,
14-05-2020 00:00,15-05-2020 00:00,None,None,None,None,None,None,"Anand Vihar, Delhi - DPCC",,,,
15-05-2020 00:00,16-05-2020 00:00,73.93,139.76,23.67,22.53,3.41,68.15,"Anand Vihar, Delhi - DPCC",,,,
16-05-2020 00:00,17-05-2020 00:00,78.74,129.4,20.24,16.09,2.64,96.76,"Anand Vihar, Delhi - DPCC",,,,
17-05-2020 00:00,18-05-2020 00:00,96.86,165.23,28.44,28.76,2.94,105.36,"Anand Vihar, Delhi - DPCC",,,,
18-05-2020 00:00,19-05-2020 00:00,86.91,145.68,41.51,15.75,1.57,80.56,"Anand Vihar, Delhi - DPCC",,,,
19-05-2020 00:00,20-05-2020 00:00,112.59,142.37,51.06,23.61,1.6,81.73,"Anand Vihar, Delhi - DPCC",,,,
20-05-2020 00:00,21-05-2020 00:00,61.02,86.47,33.84,13.93,2.61,110.19,"Anand Vihar, Delhi - DPCC",,,,
21-05-2020 00:00,22-05-2020 00:00,61.76,88,22.22,15.34,4.2,145.74,"Anand Vihar, Delhi - DPCC",,,,
22-05-2020 00:00,23-05-2020 00:00,128.9,177.3,115.29,17.66,5.07,30.48,"Anand Vihar, Delhi - DPCC",,,,
23-05-2020 00:00,24-05-2020 00:00,105.44,152.94,51.96,11.81,2.8,88.86,"Anand Vihar, Delhi - DPCC",,,,
24-05-2020 00:00,25-05-2020 00:00,92.26,140.51,29.58,17.19,1.46,109.97,"Anand Vihar, Delhi - DPCC",,,,
25-05-2020 00:00,26-05-2020 00:00,69.08,105.12,33.14,21.03,1.1,111.85,"Anand Vihar, Delhi - DPCC",,,,
26-05-2020 00:00,27-05-2020 00:00,67.48,128.55,44.17,11.53,2.98,85.79,"Anand Vihar, Delhi - DPCC",,,,
27-05-2020 00:00,28-05-2020 00:00,61.12,102.84,24.44,13.51,0.73,135.88,"Anand Vihar, Delhi - DPCC",,,,
28-05-2020 00:00,29-05-2020 00:00,57.17,166.09,12.43,7.86,1.36,120.28,"Anand Vihar, Delhi - DPCC",,,,
29-05-2020 00:00,30-05-2020 00:00,40.99,56.29,16.57,10.43,1.86,96.73,"Anand Vihar, Delhi - DPCC",,,,
30-05-2020 00:00,31-05-2020 00:00,30.17,38.78,14.21,9.38,3.97,96.39,"Anand Vihar, Delhi - DPCC",,,,
31-05-2020 00:00,01-06-2020 00:00,28.75,39.75,16.89,11.88,3.14,82.72,"Anand Vihar, Delhi - DPCC",,,,
01-06-2020 00:00,02-06-2020 00:00,52.74,83.59,19.98,17.55,1.33,103.57,"Anand Vihar, Delhi - DPCC",,,,
02-06-2020 00:00,03-06-2020 00:00,61.58,90.56,20.92,18.1,1.14,106.1,"Anand Vihar, Delhi - DPCC",,,,
03-06-2020 00:00,04-06-2020 00:00,77.2,106.61,28.27,22.98,1.05,103.89,"Anand Vihar, Delhi - DPCC",,,,
04-06-2020 00:00,05-06-2020 00:00,96.38,127.92,48.57,23.31,1.52,83.69,"Anand Vihar, Delhi - DPCC",,,,
05-06-2020 00:00,06-06-2020 00:00,57.98,76.52,24.86,12.61,0.61,95.02,"Anand Vihar, Delhi - DPCC",,,,
06-06-2020 00:00,07-06-2020 00:00,43.44,60.1,19.23,14.74,1.24,87.5,"Anand Vihar, Delhi - DPCC",,,,
07-06-2020 00:00,08-06-2020 00:00,53.08,75.23,21.66,11.56,1.04,100.85,"Anand Vihar, Delhi - DPCC",,,,
08-06-2020 00:00,09-06-2020 00:00,68.74,93.49,35.61,20.74,2.08,122.92,"Anand Vihar, Delhi - DPCC",,,,
09-06-2020 00:00,10-06-2020 00:00,84.38,113.24,48.89,17.51,1.32,99.13,"Anand Vihar, Delhi - DPCC",,,,
10-06-2020 00:00,11-06-2020 00:00,93.01,130.83,45.01,17.49,1.51,75.81,"Anand Vihar, Delhi - DPCC",,,,
11-06-2020 00:00,12-06-2020 00:00,82.96,116.25,36.48,17.25,1.53,52.15,"Anand Vihar, Delhi - DPCC",,,,
12-06-2020 00:00,13-06-2020 00:00,86.82,118.41,53.02,13.59,1.81,69.12,"Anand Vihar, Delhi - DPCC",,,,
13-06-2020 00:00,14-06-2020 00:00,82.08,119.75,57.43,10.11,1.52,67.19,"Anand Vihar, Delhi - DPCC",,,,
14-06-2020 00:00,15-06-2020 00:00,109.94,137.09,64.76,14.75,1.46,69.48,"Anand Vihar, Delhi - DPCC",,,,
15-06-2020 00:00,16-06-2020 00:00,72.47,101.18,70.99,12.3,1.08,78.77,"Anand Vihar, Delhi - DPCC",,,,
16-06-2020 00:00,17-06-2020 00:00,58.49,84.98,42.5,12.18,1.27,86.02,"Anand Vihar, Delhi - DPCC",,,,
17-06-2020 00:00,18-06-2020 00:00,47.86,80.27,41.94,11.89,0.88,80,"Anand Vihar, Delhi - DPCC",,,,
18-06-2020 00:00,19-06-2020 00:00,49.46,81.2,50.33,12.19,1.72,88.2,"Anand Vihar, Delhi - DPCC",,,,
19-06-2020 00:00,20-06-2020 00:00,83.53,148,33.95,12.7,1.26,88.53,"Anand Vihar, Delhi - DPCC",,,,
20-06-2020 00:00,21-06-2020 00:00,60.69,113.86,35.67,13.03,1.21,77.01,"Anand Vihar, Delhi - DPCC",,,,
21-06-2020 00:00,22-06-2020 00:00,57.39,84.3,28.7,16.01,1.15,84.23,"Anand Vihar, Delhi - DPCC",,,,
22-06-2020 00:00,23-06-2020 00:00,52.31,59.23,32.01,12.81,1.63,98.89,"Anand Vihar, Delhi - DPCC",,,,
23-06-2020 00:00,24-06-2020 00:00,30.95,43.21,16.37,9.82,None,65.95,"Anand Vihar, Delhi - DPCC",,,,
24-06-2020 00:00,25-06-2020 00:00,39.77,57.74,19.37,10.94,None,52.19,"Anand Vihar, Delhi - DPCC",,,,
25-06-2020 00:00,26-06-2020 00:00,57.2,78.52,22.46,19.71,3.14,48.65,"Anand Vihar, Delhi - DPCC",,,,
26-06-2020 00:00,27-06-2020 00:00,59,96.56,19.62,17.32,2.64,48.5,"Anand Vihar, Delhi - DPCC",,,,
27-06-2020 00:00,28-06-2020 00:00,43.8,130.88,27.49,13.87,2.64,36.39,"Anand Vihar, Delhi - DPCC",,,,
28-06-2020 00:00,29-06-2020 00:00,65.47,254.21,33.66,11,3.85,35.51,"Anand Vihar, Delhi - DPCC",,,,
29-06-2020 00:00,30-06-2020 00:00,58.7,151.31,21.39,17.77,1.6,61.43,"Anand Vihar, Delhi - DPCC",,,,
30-06-2020 00:00,01-07-2020 00:00,45.59,76.93,23.54,12.35,1.14,81.49,"Anand Vihar, Delhi - DPCC",,,,
01-07-2020 00:00,02-07-2020 00:00,54.88,90.97,26.37,10.98,1.11,96.26,"Anand Vihar, Delhi - DPCC",,,,
02-07-2020 00:00,03-07-2020 00:00,68.48,110.77,37.39,12.06,1.32,102.86,"Anand Vihar, Delhi - DPCC",,,,
03-07-2020 00:00,04-07-2020 00:00,70.19,116.49,32.95,12.36,1.81,100.44,"Anand Vihar, Delhi - DPCC",,,,
04-07-2020 00:00,05-07-2020 00:00,48.75,70.97,20.69,11.04,1.13,82.99,"Anand Vihar, Delhi - DPCC",,,,
05-07-2020 00:00,06-07-2020 00:00,30.94,49.21,26.12,16.69,1.15,97.98,"Anand Vihar, Delhi - DPCC",,,,
06-07-2020 00:00,07-07-2020 00:00,51.65,70.29,28.87,15.44,3.43,60.53,"Anand Vihar, Delhi - DPCC",,,,
07-07-2020 00:00,08-07-2020 00:00,19.85,32,18.03,9.76,0.85,41.96,"Anand Vihar, Delhi - DPCC",,,,
08-07-2020 00:00,09-07-2020 00:00,30.26,42.59,23.78,8.75,1.24,44.18,"Anand Vihar, Delhi - DPCC",,,,
09-07-2020 00:00,10-07-2020 00:00,44.78,63.98,38.26,13.35,1.29,62.34,"Anand Vihar, Delhi - DPCC",,,,
10-07-2020 00:00,11-07-2020 00:00,26.94,58.33,33.2,9.41,1.07,53.42,"Anand Vihar, Delhi - DPCC",,,,
11-07-2020 00:00,12-07-2020 00:00,15.48,36.6,23.4,7.86,1.02,67.97,"Anand Vihar, Delhi - DPCC",,,,
12-07-2020 00:00,13-07-2020 00:00,23.21,45.4,30.97,11.48,1.83,91.33,"Anand Vihar, Delhi - DPCC",,,,
13-07-2020 00:00,14-07-2020 00:00,39.28,95.2,33.13,10.31,1.68,66.35,"Anand Vihar, Delhi - DPCC",,,,
14-07-2020 00:00,15-07-2020 00:00,44.39,114.52,29.94,10.1,1.24,68.66,"Anand Vihar, Delhi - DPCC",,,,
15-07-2020 00:00,16-07-2020 00:00,51,73.92,21.32,12.29,1.42,78.97,"Anand Vihar, Delhi - DPCC",,,,
16-07-2020 00:00,17-07-2020 00:00,38.34,58.69,17.38,12.46,1.04,57.72,"Anand Vihar, Delhi - DPCC",,,,
17-07-2020 00:00,18-07-2020 00:00,49.77,71.23,16.34,13.37,2.21,55.82,"Anand Vihar, Delhi - DPCC",,,,
18-07-2020 00:00,19-07-2020 00:00,35.68,55.92,13.03,12.95,0.76,50.08,"Anand Vihar, Delhi - DPCC",,,,
19-07-2020 00:00,20-07-2020 00:00,30.52,55.73,22.41,9.63,2.09,47.44,"Anand Vihar, Delhi - DPCC",,,,
20-07-2020 00:00,21-07-2020 00:00,19.82,46.04,22.37,8.88,2.46,68.39,"Anand Vihar, Delhi - DPCC",,,,
21-07-2020 00:00,22-07-2020 00:00,24.75,39.85,17.95,8.81,2.21,55.69,"Anand Vihar, Delhi - DPCC",,,,
22-07-2020 00:00,23-07-2020 00:00,30.6,49.76,26.72,8.64,0.96,39.17,"Anand Vihar, Delhi - DPCC",,,,
23-07-2020 00:00,24-07-2020 00:00,47.07,82.01,75.31,12.78,1.64,57.29,"Anand Vihar, Delhi - DPCC",,,,
24-07-2020 00:00,25-07-2020 00:00,47.7,76.71,63.08,12.18,2.35,70.64,"Anand Vihar, Delhi - DPCC",,,,
25-07-2020 00:00,26-07-2020 00:00,29.49,68.64,33.78,10.37,0.87,57.28,"Anand Vihar, Delhi - DPCC",,,,
